Taxonomy	GXH_3171	GXH_2742	GXH_1176	GXH_3170	GXH_3392	GXH_3174	GXH_1634	GXH_2301	GXH_2741	GXH_3384	GXH_2520	GXH_1635	GXH_913	GXH_1390	GXH_2631	GXH_4036	GXH_1860	GXH_3303	GXH_2074	GXH_3806	GXH_3593	GXH_695	GXH_1389
Neisseriaceae	1900	594	3139	1571	926	2234	1636	2059	1414	1334	1515	1881	1719	2763	1936	1134	1833	2278	1759	1975	1540	1683	1570
Gallionellaceae	344	51	323	795	613	378	191	314	230	277	222	319	314	442	203	214	161	219	205	458	146	524	435
Methylophilaceae	327	166	392	175	160	448	390	120	180	260	258	205	300	469	381	196	149	158	299	291	89	350	208
Nitrosomonadaceae	934	323	1863	658	594	711	1252	1292	701	658	271	1259	467	1222	676	149	1419	1561	881	1545	101	342	443
Sterolibacteriaceae	91	21	218	57	58	184	95	77	365	106	241	125	185	87	93	46	27	65	151	53	48	100	72
Thiobacillaceae	13	44	114	104	30	35	94	60	31	57	55	96	70	51	72	126	40	82	52	94	78	156	58
Azonexaceae	87	18	96	231	38	55	110	86	45	69	134	90	113	141	63	148	141	60	52	42	49	147	61
Rhodocyclaceae	102	51	156	189	56	149	137	65	112	120	107	134	171	153	147	123	77	154	118	194	117	134	92
Zoogloeaceae	984	296	1176	787	453	844	996	623	398	666	1459	1042	830	1075	956	1210	1507	666	976	766	1004	1189	854
Candidatus Desulfofervidaceae	5	4	4	2	7	1	0	4	7	5	2	5	15	4	4	14	3	1	6	8	26	5	5
Bradymonadaceae	115	26	246	67	38	352	153	36	87	132	168	89	327	141	70	23	54	50	200	177	18	148	110
Desulfarculaceae	671	178	932	373	156	1232	594	874	402	465	744	393	245	476	204	346	516	583	256	481	249	321	472
Desulfobacteraceae	1178	359	2000	985	825	1285	1306	1007	839	1156	1653	1074	1201	1393	589	617	2302	1354	1414	1478	393	1654	1081
Desulfobulbaceae	635	140	259	320	207	601	449	332	247	206	559	550	773	349	347	393	618	185	413	354	352	395	413
Desulfohalobiaceae	19	40	147	31	80	105	99	167	42	67	138	263	58	93	82	47	36	30	100	124	67	65	212
Desulfomicrobiaceae	567	261	858	415	544	962	645	678	582	520	648	674	791	608	830	683	369	338	497	600	772	543	696
Desulfovibrionaceae	125550	61195	77268	83881	77644	315131	128532	109381	112158	114376	45117	111254	100713	141515	180315	133512	73796	147073	131110	87005	297666	96156	126549
Desulfurellaceae	79	19	84	32	31	24	14	32	12	41	20	22	39	40	79	6	41	31	65	26	16	40	28
Desulfuromonadaceae	1146	500	2001	1110	726	1917	1451	1638	1175	1237	1275	1481	1227	1599	1261	643	1342	1824	1333	1628	809	781	1287
Geobacteraceae	2706	940	3977	1905	1610	2990	2756	2522	2256	1898	2659	2578	2433	2915	2827	2970	1910	2403	1706	2751	2607	2567	2728
Anaeromyxobacteraceae	508	361	868	962	478	871	865	567	498	470	992	739	784	711	250	271	300	386	664	725	193	506	692
Archangiaceae	316	206	766	705	283	869	629	755	469	386	862	1121	496	544	264	250	307	483	579	421	312	430	702
Kofleriaceae	127	73	339	710	126	480	205	376	258	377	360	895	423	336	119	256	82	240	112	209	133	404	270
Myxococcaceae	672	344	1573	1066	534	1307	878	786	528	733	1607	1126	1194	929	376	505	1232	674	1131	1196	324	997	919
Polyangiaceae	669	403	1809	731	620	1160	966	1065	718	630	910	1420	837	951	680	352	957	1254	950	1447	346	742	938
Sandaracinaceae	238	68	348	145	69	276	136	214	70	107	192	333	253	144	66	130	52	105	147	193	27	147	166
Vulgatibacteraceae	118	41	307	100	96	404	145	239	136	94	179	124	143	88	65	134	197	441	95	134	100	120	198
Syntrophaceae	149	57	529	301	269	309	148	219	196	280	279	265	306	402	125	168	222	151	187	341	145	393	315
Syntrophobacteraceae	30	19	133	172	106	578	51	72	42	132	90	105	113	187	34	206	52	51	47	49	47	128	107
Campylobacteraceae	33210	17622	15798	7707	25872	19087	9028	8782	10948	11191	10193	16686	13884	14063	20885	59087	16757	13258	41118	18995	19247	13376	15218
Helicobacteraceae	2089	5300	870	810	840	534	633	443	477	883	482	921	1028	994	226	1038	4539	297	4651	11143	4919	314	11148
Nautiliaceae	40	11	23	22	17	34	2	52	8	16	13	44	16	28	2	2	10	2	32	0	12	18	17
Acidiferrobacteraceae	262	199	547	467	213	369	449	461	438	356	529	250	602	280	184	227	195	274	388	235	178	261	301
Aeromonadaceae	2612	645	3395	2375	883	2647	2025	2186	1495	1822	2215	1966	2466	2374	1942	2105	1764	1850	1805	1647	1547	2361	1830
Alteromonadaceae	1094	301	1364	597	493	912	678	1064	818	819	1266	921	1437	1329	1181	1631	1311	1263	1083	682	1283	1173	744
Colwelliaceae	90	5	87	29	211	117	47	83	108	63	50	633	150	77	201	64	6337	158	167	105	87	117	76
Ferrimonadaceae	52	19	59	84	52	41	37	24	44	40	46	22	116	42	32	51	26	16	35	21	46	35	60
Idiomarinaceae	13	17	43	16	81	49	66	53	21	42	36	41	91	65	15	43	12	25	54	14	14	47	22
Moritellaceae	8	8	14	63	74	33	4	20	24	140	8	17	72	209	1	21	19	4	3	6	17	107	28
Pseudoalteromonadaceae	226	219	160	643	208	262	361	254	137	323	305	176	610	208	247	175	136	151	223	445	165	418	460
Psychromonadaceae	93	32	123	25	427	113	90	101	49	35	53	84	81	77	36	38	50	68	39	43	33	98	151
Shewanellaceae	693	333	676	521	765	844	736	846	434	566	442	422	815	717	795	485	437	474	439	639	395	697	819
Cardiobacteriaceae	3	10	16	11	77	11	20	29	13	15	38	23	15	83	28	14	6	1	30	11	3	6	11
Cellvibrionaceae	703	42	176	267	134	267	274	285	165	190	353	380	227	194	220	240	153	175	276	105	147	227	149
Halieaceae	73	52	435	174	106	343	88	149	332	122	345	119	170	166	635	127	58	118	81	105	45	143	346
Microbulbiferaceae	260	70	322	305	141	163	269	71	322	228	298	198	277	340	206	253	381	156	384	219	111	440	263
Spongiibacteraceae	146	45	117	77	103	117	120	97	144	55	58	39	193	151	48	147	51	68	137	117	60	71	54
Chromatiaceae	749	371	1051	643	470	1350	1016	1266	708	787	1038	994	752	789	690	611	820	916	759	854	543	853	1024
Ectothiorhodospiraceae	1739	548	1967	1332	737	2111	2025	1602	1121	1253	2893	1814	1884	1398	1006	993	3415	1209	1476	1417	662	2093	1593
Granulosicoccaceae	23	5	29	15	28	49	9	13	33	12	24	52	47	21	41	28	17	5	171	29	9	19	10
Halothiobacillaceae	49	16	50	61	17	85	29	56	236	43	63	50	78	32	42	18	45	60	23	54	80	29	49
Wenzhouxiangellaceae	15	7	71	98	16	53	24	7	14	23	71	25	57	33	9	28	93	15	38	19	12	64	11
Woeseiaceae	525	71	173	27	18	52	43	38	48	35	76	47	93	481	344	873	11	288	90	59	727	97	149
Budviciaceae	146	29	83	46	100	101	46	77	110	77	119	34	87	62	100	87	39	68	68	63	48	55	44
Enterobacteriaceae	257696	124366	505562	107303	271863	458139	92219	6017	45257	9114	217536	12236	87886	99156	896752	4114130	60712	248299	734922	15594	260527	182927	5454
Erwiniaceae	792	347	1275	1213	731	1078	669	787	560	775	905	673	936	811	546	624	418	640	1036	844	502	926	890
Hafniaceae	249	97	510	488	208	483	211	516	359	617	432	659	715	431	180	286	149	255	393	222	220	350	333
Morganellaceae	334	102	426	478	246	401	315	574	224	550	660	613	440	311	692	475	208	247	272	265	198	555	362
